id,x,y,radius,is_spanning
0,700.404,66.4568,2,0
1,35.2133,94.6349,2,0
2,896.724,90.7824,2,0
3,36.5808,15.9431,2,0
4,18.2466,19.5703,2,0
5,520.685,79.5336,2,0
6,675.876,79.266,2,0
7,835.765,2,2,0
8,997.838,19.3203,2,0
9,119.78,17.5469,2,0
10,378.398,9.05887,2,0
11,775.624,47.0489,2,0
12,707.044,16.527,2,0
13,927.341,51.3224,2,0
14,825.322,66.2839,2,0
15,789.81,19.7729,2,0
16,4.66495,84.0078,2,0
17,617.62,26.6126,2,0
18,449.491,59.8464,2,0
19,192.529,52.3422,2,0
20,644.766,50.0798,2,0
21,152.015,2,2,0
22,316.775,27.6237,2,0
23,977.662,77.8334,2,0
24,131.318,94.7367,2,0
25,231.566,62.2274,2,0
26,265.915,73.5535,2,0
27,67.8393,69.784,2,0
28,991.372,51.2955,2,0
29,585.821,46.3418,2,0
30,737.566,8.99959,2,0
31,863.053,87.3843,2,0
32,647.108,80.9685,2,0
33,337.171,31.9262,2,0
34,422.805,66.5198,2,0
35,560.902,73.0094,2,0
36,895.865,54.2982,2,0
37,364.074,86.4679,2,0
38,778.132,60.5249,2,0
39,941.596,50.8582,2,0
40,43.9069,44.9078,2,0
41,185.265,13.7775,2,0
42,112.294,36.873,2,0
43,769.935,26.2846,2,0
44,48.5954,50.1626,2,0
45,567.089,23.0164,2,0
46,623.009,62.057,2,0
47,390.875,98,2,0
48,691.019,76.8334,2,0
49,828.977,76.4824,2,0
50,714.541,50.7659,2,0
51,500.469,23.9867,2,0
52,330.238,60.66,2,0
53,346.522,90.9455,2,0
54,350.23,67.8385,2,0
55,527.336,26.2891,2,0
56,200.431,98,2,0
57,524.896,54.9714,2,0
58,213.056,17.6569,2,0
59,960.48,12.6365,2,0
60,298.737,87.2747,2,0
61,212.253,29.748,2,0
62,728.785,61.0256,2,0
63,585.243,24.4992,2,0
64,716.33,69.5592,2,0
65,253.762,30.8188,2,0
66,243.315,72.2275,2,0
67,33.53,30.7186,2,0
68,976.601,12.5357,2,0
69,655.553,86.2752,2,0
70,136.037,94.6357,2,0
71,843.859,16.0162,2,0
72,463.518,60.7495,2,0
73,463.271,64.8679,2,0
74,690.07,80.8034,2,0
75,764.322,55.9011,2,0
76,140.055,61.4051,2,0
77,36.0005,81.1961,2,0
78,87.9976,49.5883,2,0
79,355.476,28.4351,2,0
80,727.028,57.3751,2,0
81,790.057,45.0243,2,0
82,707.016,5.44509,2,0
83,350.314,46.849,2,0
84,610.719,79.4578,2,0
85,856.106,23.0693,2,0
86,123.887,16.9586,2,0
87,774.209,20.7114,2,0
88,79.0131,65.3285,2,0
89,360.109,5.60375,2,0
90,18.9437,94.5463,2,0
91,738.171,89.4614,2,0
92,216.19,29.249,2,0
93,41.3415,33.0482,2,0
94,840.444,98,2,0
95,877.686,26.9028,2,0
96,958.641,32.0443,2,0
97,371.122,44.2787,2,0
98,86.5374,90.3942,2,0
99,969.692,66.3051,2,0
100,965.365,23.6496,2,0
101,534.321,39.0538,2,0
102,658.775,61.193,2,0
103,611.218,2,2,0
104,603.661,50.0321,2,0
105,756.455,20.4251,2,0
106,298.237,40.6525,2,0
107,659.035,31.2344,2,0
108,6.72581,80.4919,2,0
109,638.232,72.5567,2,0
110,467.523,54.8884,2,0
111,202.303,86.6265,2,0
112,594.948,83.4167,2,0
113,807.221,37.6083,2,0
114,669.359,98,2,0
115,623.603,23.0462,2,0
116,354.244,3.21578,2,0
117,627.625,16.0226,2,0
118,958.45,28.0471,2,0
119,695.613,71.5554,2,0
120,478.232,94.7389,2,0
121,175.865,34.2206,2,0
122,968.832,21.4367,2,0
123,882.56,69.7524,2,0
124,649.097,87.7953,2,0
125,862.666,65.0131,2,0
126,439.015,98,2,0
127,181.794,51.0295,2,0
128,954.901,26.1413,2,0
129,524.151,81.9489,2,0
130,801.806,19.7339,2,0
131,178.206,95.855,2,0
132,496.748,32.2929,2,0
133,343.442,5.94729,2,0
134,459.654,66.6949,2,0
135,634.279,47.5135,2,0
136,613.437,12.5711,2,0
137,757.632,39.0649,2,0
138,277.861,40.1958,2,0
139,53.0938,71.8926,2,0
140,143.33,13.1246,2,0
141,633.831,19.427,2,0
142,926.695,33.727,2,0
143,560.244,62.1863,2,0
144,421.38,77.997,2,0
145,883.948,62.841,2,0
146,139.693,72.5429,2,0
147,747.303,58.3621,2,0
148,411.339,2,2,0
149,194.431,94.4575,2,0
150,538.472,16.5422,2,0
151,725.748,86.8813,2,0
152,773.855,43.4194,2,0
153,79.6395,61.3609,2,0
154,839.693,2,2,0
155,202.483,19.501,2,0
156,779.278,29.927,2,0
157,356.295,6.86215,2,0
158,398.936,34.0548,2,0
159,583.989,87.5614,2,0
160,36.6267,9.00144,2,0
161,819.644,9.13521,2,0
162,735.121,57.7301,2,0
163,399.292,59.1059,2,0
164,289.97,37.9847,2,0
165,991.454,2,2,0
166,795.642,7.54564,2,0
167,334.12,59.3392,2,0
168,490.122,44.554,2,0
169,825.55,5.56182,2,0
170,787.697,93.158,2,0
171,34.0801,49.3014,2,0
172,878.328,5.5421,2,0
173,716.729,57.6446,2,0
174,698.888,5.43074,2,0
175,320.844,28.5236,2,0
176,473.539,80.9668,2,0
177,94.805,42.9685,2,0
178,184.6,86.9153,2,0
179,390.998,77.8514,2,0
180,374.273,9.07249,2,0
181,661.976,16.3265,2,0
182,948.449,50.5743,2,0
183,696.092,53.0813,2,0
184,288.786,18.8826,2,0
185,149.844,47.6918,2,0
186,878.518,68.8677,2,0
187,662.709,30.6549,2,0
188,239.44,60.6889,2,0
189,133.664,80.1401,2,0
190,241.962,49.8438,2,0
191,624.764,91.0581,2,0
192,962.092,29.8381,2,0
193,274.556,87.272,2,0
194,329.282,9.23793,2,0
195,663.138,89.184,2,0
196,882.646,58.9942,2,0
197,461.23,80.5132,2,0
198,501.446,83.5625,2,0
199,110.071,75.1092,2,0
200,685.819,32.3432,2,0
201,530.208,50.5543,2,0
202,530.501,98,2,0
203,797.1,65.4971,2,0
204,233.941,87.4786,2,0
205,245.439,47.9075,2,0
206,297.776,70.3573,2,0
207,400.82,5.55573,2,0
208,367.705,12.832,2,0
209,645.966,19.1144,2,0
210,173.541,42.1057,2,0
211,456.964,87.4118,2,0
212,141.789,80.2854,2,0
213,857.971,49.4003,2,0
214,226.843,29.9438,2,0
215,6.76503,94.5199,2,0
216,153.808,46.7232,2,0
217,729.963,31.1144,2,0
218,42.6136,19.4718,2,0
219,117.668,32.5527,2,0
220,199.614,22.2666,2,0
221,161.986,6.52217,2,0
222,34.3552,34.5899,2,0
223,669.71,9.00864,2,0
224,67.529,91.071,2,0
225,188.552,53.0825,2,0
226,60.5288,68.8349,2,0
227,227.542,98,2,0
228,809.401,12.5779,2,0
229,861.572,61.0624,2,0
230,599.816,48.772,2,0
231,736.338,68.1284,2,0
232,300.425,10.7791,2,0
233,429.944,56.9789,2,0
234,675.748,5.34856,2,0
235,383.333,42.8721,2,0
236,887.372,37.8071,2,0
237,307.602,32.5271,2,0
238,615.813,37.3048,2,0
239,378.018,54.3059,2,0
240,346.427,98,2,0
241,189.38,38.5485,2,0
242,499.556,61.5184,2,0
243,258.768,24.2603,2,0
244,57.1526,66.5704,2,0
245,350.191,73.0058,2,0
246,901.298,69.7914,2,0
247,548.338,65.1598,2,0
248,768.202,84.3427,2,0
249,655.395,5.52825,2,0
250,595.93,25.1427,2,0
