id,x,y,radius,is_spanning
0,1145.34,80.4794,2,0
1,1358.52,71.5414,2,0
2,975.188,47.5068,2,0
3,307.11,18.3894,2,0
4,631.102,98,2,0
5,106.833,44.7417,2,0
6,41.8455,91.0357,2,0
7,362.881,31.2452,2,0
8,737.57,51.4933,2,0
9,546.927,22.1705,2,0
10,405.435,50.7931,2,0
11,1085.22,12.6333,2,0
12,945.086,35.9275,2,0
13,1089.24,29.0293,2,0
14,939.741,5.50452,2,0
15,1212.79,98,2,0
16,100.114,23.9435,2,0
17,1134.14,53.4704,2,0
18,614.121,40.6619,2,0
19,251.766,55.0976,2,0
20,1327.05,53.4765,2,0
21,217.425,55.3186,2,0
22,709.964,2,2,0
23,94.3397,69.0302,2,0
24,579.861,73.9257,2,0
25,1092.5,62.2682,2,0
26,101.785,65.7098,2,0
27,1284.24,90.891,2,0
28,555.971,65.2302,2,0
29,203.24,29.5081,2,0
30,976.581,71.5736,2,0
31,210.543,59.7444,2,0
32,554.353,94.4864,2,0
33,251.511,90.5062,2,0
34,271.861,16.0672,2,0
35,772.872,79.5461,2,0
36,89.3204,49.3924,2,0
37,487.571,71.2614,2,0
38,1202.73,94.5323,2,0
39,800.961,12.4576,2,0
40,956.632,98,2,0
41,949.94,48.9107,2,0
42,1072.64,40.5576,2,0
43,115.319,9.97043,2,0
44,4.98643,73.1173,2,0
45,571.702,37.2611,2,0
46,54.998,18.775,2,0
47,152.318,19.6649,2,0
48,530.203,64.7091,2,0
49,1064.11,62.5762,2,0
50,1184.14,98,2,0
51,25.2413,79.7504,2,0
52,963.704,51.4984,2,0
53,1179.8,45.3249,2,0
54,163.491,66.7135,2,0
55,54.6978,66.3901,2,0
56,1088.33,37.1198,2,0
57,1276.68,26.862,2,0
58,444.038,60.1293,2,0
59,1357.59,75.3467,2,0
60,959.865,5.46022,2,0
61,1020.48,80.7943,2,0
62,837.436,5.53868,2,0
63,1291.35,69.3307,2,0
64,554.603,29.9304,2,0
65,110.428,50.4342,2,0
66,511.556,60.508,2,0
67,1262.73,51.0476,2,0
68,884.114,67.8973,2,0
69,130.016,2,2,0
70,1318.57,17.1678,2,0
71,846.598,87.0356,2,0
72,970.504,16.385,2,0
73,294.9,31.222,2,0
74,700.186,83.9872,2,0
75,617.179,19.4602,2,0
76,786.69,15.869,2,0
77,26.3043,75.8974,2,0
78,868.894,68.6426,2,0
79,37.6605,71.8716,2,0
80,1331.99,29.9193,2,0
81,846.668,91.0193,2,0
82,1161.51,80.1241,2,0
83,1398.8,17.959,2,0
84,370.79,28.8496,2,0
85,1160.6,13.6361,2,0
86,95.7972,36.0534,2,0
87,588.933,15.5479,2,0
